Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
554,Pablo Reyes,31,NYY,34,131,3.85,85,64.9%,32.9%,16.5%,24.7%,25.9%,67.1%,0.0%,43.5%,75.4%,23.5%,0.0%,0,0,23.5%,8,3,5.9%,2,0,3,7,30.0%,0,0,0,reyespa01
555,Bryan Reynolds#,30,PIT,509,2016,3.96,1275,63.1%,20.7%,23.1%,30.1%,26.0%,79.3%,0.0%,50.1%,70.8%,43.6%,3.5%,18,5,13.0%,66,35,9.4%,48,34,32,106,23.2%,0,0,0,reynobr01
556,Ben Rice*,26,NYY,398,1514,3.80,926,61.1%,28.7%,16.3%,26.0%,28.8%,71.2%,0.0%,43.5%,77.0%,33.4%,5.3%,21,0,15.6%,62,24,11.3%,45,28,28,51,35.4%,0,0,0,ricebe01
557,Austin Riley,28,ATL,448,1791,4.00,1159,64.5%,21.2%,23.2%,30.6%,24.9%,78.8%,0.0%,51.0%,70.5%,28.3%,4.5%,20,5,12.7%,57,26,6.7%,30,21,20,108,15.6%,0,0,0,rileyau01
558,Ryan Ritter,24,COL,127,467,3.68,316,67.7%,16.1%,32.0%,26.3%,25.6%,83.9%,0.0%,56.7%,61.9%,52.8%,0.0%,0,0,9.4%,12,9,2.4%,3,1,11,26,28.9%,0,0,0,rittery01
559,Leo Rivas#,27,SEA,73,349,4.78,200,57.1%,39.5%,13.5%,24.5%,22.5%,60.5%,0.0%,34.7%,77.7%,16.4%,5.5%,4,0,19.2%,14,6,13.7%,10,5,7,8,46.7%,0,0,0,rivasle01
560,Emmanuel Rivera,29,BAL,77,305,3.96,198,64.9%,20.7%,22.2%,27.8%,29.3%,79.3%,0.0%,51.5%,72.0%,32.5%,2.6%,2,0,11.7%,9,5,6.5%,5,4,1,11,8.3%,0,0,0,riverem01
561,Luis Robert Jr.,27,CHW,406,1446,3.56,936,64.1%,17.5%,26.7%,28.5%,27.2%,82.5%,0.0%,53.4%,67.6%,48.0%,3.0%,12,1,9.1%,37,16,5.4%,22,12,31,78,28.4%,0,0,0,roberlu01
562,Will Robertson*,27,TOT,18,67,3.72,48,71.6%,16.7%,37.5%,35.4%,10.4%,83.3%,0.0%,59.7%,55.0%,44.4%,5.6%,1,0,11.1%,2,1,5.6%,1,1,3,8,27.3%,0,0,0,roberwi02
563,Will Robertson*,27,TOR,12,44,3.67,31,70.5%,19.4%,35.5%,35.5%,9.7%,80.6%,0.0%,56.8%,56.0%,50.0%,8.3%,1,0,8.3%,1,0,8.3%,1,1,2,5,28.6%,0,0,0,roberwi02
564,Will Robertson*,27,CHW,6,23,3.83,17,73.9%,11.8%,41.2%,35.3%,11.8%,88.2%,0.0%,65.2%,53.3%,33.3%,0.0%,0,0,16.7%,1,1,0.0%,0,0,1,3,25.0%,0,0,0,roberwi02
565,Víctor Robles,28,SEA,46,157,3.41,112,71.3%,15.2%,18.8%,32.1%,33.9%,84.8%,0.0%,60.5%,77.9%,56.5%,4.3%,2,0,6.5%,3,1,6.5%,3,3,2,5,28.6%,0,0,0,roblevi01
566,Brayan Rocchio#,24,CLE,251,906,3.61,616,68.0%,23.4%,19.5%,27.9%,29.2%,76.6%,0.0%,52.1%,74.6%,41.4%,2.4%,6,0,9.6%,24,9,5.2%,13,6,9,42,17.3%,0,0,0,rocchbr01
567,Alan Roden*,25,TOT,153,551,3.60,353,64.1%,26.3%,17.6%,27.2%,28.9%,73.7%,0.0%,47.2%,76.2%,34.0%,2.6%,4,0,10.5%,16,5,7.2%,11,5,8,29,21.6%,0,0,0,rodenal01
568,Alan Roden*,25,TOR,113,413,3.65,257,62.2%,27.2%,16.0%,26.8%,30.0%,72.8%,0.0%,45.3%,78.1%,32.7%,3.5%,4,0,10.6%,12,3,8.0%,9,4,5,19,20.8%,0,0,0,rodenal01
569,Alan Roden*,25,MIN,40,138,3.45,96,69.6%,24.0%,21.9%,28.1%,26.0%,76.0%,0.0%,52.9%,71.2%,37.5%,0.0%,0,0,10.0%,4,2,5.0%,2,1,3,10,23.1%,0,0,0,rodenal01
570,Brendan Rodgers,28,HOU,128,487,3.80,317,65.1%,27.4%,27.4%,23.0%,22.1%,72.6%,0.0%,47.2%,62.2%,38.3%,3.9%,5,0,10.9%,14,5,7.8%,10,5,11,35,23.9%,0,0,0,rodgebr02
571,Endy Rodríguez#,25,PIT,58,205,3.53,133,64.3%,29.3%,17.3%,24.8%,28.6%,70.7%,0.0%,45.9%,75.5%,41.4%,1.7%,1,0,3.4%,2,0,3.4%,2,1,7,7,50.0%,0,0,0,rodrien01
572,Johnathan Rodríguez,25,CLE,70,289,4.13,184,63.7%,30.4%,26.1%,19.6%,23.9%,69.6%,0.0%,44.3%,62.5%,27.1%,7.1%,5,1,20.0%,14,4,10.0%,7,6,8,14,36.4%,0,0,0,rodrijo10
573,Julio Rodríguez,24,SEA,562,1989,3.54,1328,66.5%,17.2%,24.2%,29.1%,29.6%,82.8%,0.0%,55.3%,70.8%,47.2%,1.8%,10,1,9.8%,55,31,3.9%,22,9,24,103,18.9%,0,0,0,rodriju01
574,Jake Rogers,30,DET,112,450,4.02,278,61.8%,28.1%,20.5%,28.1%,23.4%,71.9%,0.0%,44.4%,71.5%,39.3%,2.7%,3,0,11.6%,13,7,9.8%,11,3,10,21,32.3%,0,0,0,rogerja03
575,Trevor Rogers*,27,BAL,2,6,3.00,6,100.0%,83.3%,16.7%,0.0%,0.0%,16.7%,,16.7%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0,100.0%,0,0,0,rogertr01
576,Johan Rojas,24,PHI,172,625,3.63,430,68.7%,23.7%,18.8%,29.8%,27.7%,76.3%,0.0%,52.5%,75.3%,43.6%,5.2%,9,0,8.1%,14,3,7.6%,13,9,11,29,27.5%,0,0,0,rojasjo03
577,Josh Rojas*,31,CHW,211,797,3.78,489,61.3%,24.7%,17.4%,28.4%,29.4%,75.3%,0.0%,46.2%,76.9%,40.8%,4.3%,9,0,16.1%,34,16,10.9%,23,13,12,36,25.0%,0,0,0,rojasjo01
578,Miguel Rojas,36,LAD,207,753,3.64,484,64.2%,28.9%,12.6%,25.4%,33.1%,71.1%,0.0%,45.7%,82.3%,22.2%,6.8%,14,1,17.4%,36,17,8.7%,18,5,9,22,29.0%,0,0,0,rojasmi02
579,Brent Rooker,30,ATH,550,1996,3.63,1247,62.1%,20.3%,24.5%,25.2%,30.0%,79.6%,0.0%,49.7%,69.2%,44.5%,6.2%,34,4,13.8%,76,24,9.8%,54,28,25,93,21.2%,0,0,0,rookebr01
580,Ben Rortvedt*,27,TBR,71,288,4.06,179,62.2%,26.8%,17.3%,28.5%,27.4%,73.2%,0.0%,45.5%,76.3%,36.6%,4.2%,3,0,14.1%,10,3,15.5%,11,6,3,11,21.4%,0,0,0,rortvbe01
581,Amed Rosario,29,TOT,165,554,3.36,382,69.0%,19.9%,16.8%,28.5%,34.8%,80.1%,0.0%,55.2%,79.1%,40.6%,1.8%,3,0,7.3%,12,7,3.0%,5,4,7,16,30.4%,0,0,0,rosaram01
582,Amed Rosario,29,WSN,158,528,3.34,363,68.8%,20.4%,16.5%,28.1%,35.0%,79.6%,0.0%,54.7%,79.2%,40.5%,1.9%,3,0,7.0%,11,6,2.5%,4,3,7,15,31.8%,0,0,0,rosaram01
583,Amed Rosario,29,NYY,7,26,3.71,19,73.1%,10.5%,21.1%,36.8%,31.6%,89.5%,0.0%,65.4%,76.5%,42.9%,0.0%,0,0,14.3%,1,1,14.3%,1,1,0,1,0.0%,0,0,0,rosaram01
584,Eddie Rosario*,33,TOT,8,23,2.88,17,73.9%,11.8%,35.3%,17.6%,35.3%,88.2%,0.0%,65.2%,60.0%,50.0%,0.0%,0,0,12.5%,1,1,12.5%,1,1,0,2,0.0%,0,0,0,rosared01
585,Eddie Rosario*,33,LAD,4,9,2.25,6,66.7%,16.7%,0.0%,16.7%,66.7%,83.3%,0.0%,55.6%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,25.0%,1,1,0,0,,0,0,0,rosared01
586,Eddie Rosario*,33,ATL,4,14,3.50,11,78.6%,9.1%,54.5%,18.2%,18.2%,90.9%,0.0%,71.4%,40.0%,50.0%,0.0%,0,0,25.0%,1,1,0.0%,0,0,0,2,0.0%,0,0,0,rosared01
587,Esteury Ruiz,26,LAD,23,88,3.83,59,67.0%,20.3%,39.0%,18.6%,22.0%,79.7%,0.0%,53.4%,51.1%,47.8%,8.7%,2,0,13.0%,3,0,8.7%,2,0,0,8,0.0%,0,0,0,ruizes01
588,Keibert Ruiz#,26,WSN,268,888,3.31,604,67.9%,22.4%,9.9%,29.6%,38.1%,77.6%,0.0%,52.8%,87.2%,38.1%,2.6%,7,0,9.7%,26,16,6.0%,16,11,3,23,11.5%,0,0,0,ruizke01
589,Dalton Rushing*,24,LAD,108,415,3.84,258,62.2%,29.8%,25.6%,22.9%,21.7%,70.2%,0.0%,43.6%,63.5%,39.8%,4.6%,5,1,12.0%,13,7,9.3%,10,5,17,26,39.5%,0,0,0,rushida01
590,Adley Rutschman#,27,BAL,350,1434,4.10,877,61.2%,33.8%,9.6%,27.6%,29.1%,66.2%,0.0%,40.5%,85.5%,14.9%,4.9%,17,0,19.7%,69,25,8.3%,29,17,17,38,30.9%,0,0,0,rutscad01
591,Blake Sabol*,27,BOS,18,85,4.72,59,69.4%,23.7%,23.7%,35.6%,16.9%,76.3%,0.0%,52.9%,68.9%,44.4%,0.0%,0,0,0.0%,0,0,11.1%,2,1,3,4,42.9%,0,0,0,sabolbl01
592,Thomas Saggese,23,STL,152,623,4.10,443,71.1%,23.9%,20.5%,32.3%,23.3%,76.1%,0.0%,54.1%,73.0%,30.9%,1.3%,2,0,7.2%,11,8,5.9%,9,6,11,31,26.2%,0,0,0,saggeth01
593,César Salazar*,29,HOU,7,16,2.29,14,87.5%,21.4%,7.1%,28.6%,42.9%,78.6%,0.0%,68.8%,90.9%,85.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0,salazce01
594,Ali Sánchez,28,TOT,22,73,3.32,55,75.3%,20.0%,16.4%,32.7%,30.9%,80.0%,0.0%,60.3%,79.5%,54.5%,0.0%,0,0,9.1%,2,0,0.0%,0,0,0,5,0.0%,0,0,0,sanchal04
595,Ali Sánchez,28,TOR,21,69,3.29,53,76.8%,18.9%,17.0%,34.0%,30.2%,81.1%,0.0%,62.3%,79.1%,57.1%,0.0%,0,0,4.8%,1,0,0.0%,0,0,0,5,0.0%,0,0,0,sanchal04
596,Ali Sánchez,28,BOS,1,4,4.00,2,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,25.0%,100.0%,0.0%,0.0%,0,0,100.0%,1,0,0.0%,0,0,0,0,,0,0,0,sanchal04
597,Gary Sánchez,32,BAL,101,415,4.11,268,64.6%,34.3%,17.5%,23.9%,24.3%,65.7%,0.0%,42.4%,73.3%,17.8%,5.0%,5,0,16.8%,17,4,8.9%,9,5,7,20,25.9%,0,0,0,sanchga02
598,Jesús Sánchez*,27,TOT,397,1540,3.88,983,63.6%,21.0%,19.8%,30.5%,28.6%,78.9%,0.0%,50.4%,74.8%,37.0%,3.5%,14,2,11.3%,45,22,9.3%,37,23,18,63,22.2%,0,0,0,sanchje02
599,Jesús Sánchez*,27,MIA,338,1307,3.87,826,63.0%,20.9%,19.5%,30.8%,28.7%,78.9%,0.0%,49.9%,75.2%,37.0%,3.3%,11,2,12.1%,41,22,9.5%,32,20,16,54,22.9%,0,0,0,sanchje02
600,Jesús Sánchez*,27,HOU,59,233,3.95,157,67.1%,21.0%,21.7%,29.3%,28.0%,79.0%,0.0%,53.2%,72.6%,37.3%,5.1%,3,0,6.8%,4,0,8.5%,5,3,2,9,18.2%,0,0,0,sanchje02
601,Javier Sanoja,22,MIA,256,919,3.59,632,68.5%,32.1%,8.9%,26.1%,32.6%,67.6%,0.0%,46.5%,86.5%,27.3%,3.9%,10,0,8.6%,22,3,4.3%,11,5,9,25,26.5%,0,0,0,sanojja01
602,Carlos Santana#,39,CLE,447,1852,4.14,1115,60.0%,25.6%,17.8%,28.9%,27.6%,74.3%,0.0%,44.7%,75.9%,29.5%,5.4%,24,0,17.0%,76,30,11.6%,52,24,19,61,23.8%,0,0,0,santaca01
603,Anthony Santander#,30,TOR,209,872,4.17,564,64.4%,24.5%,17.9%,34.6%,23.0%,75.5%,0.0%,48.9%,76.3%,29.2%,9.1%,19,5,18.2%,38,12,12.4%,26,16,15,40,27.3%,0,0,0,santaan02
604,Nolan Schanuel*,23,LAA,528,2014,3.81,1266,62.3%,28.4%,10.9%,29.5%,31.1%,71.6%,0.0%,45.0%,84.8%,29.2%,7.2%,38,0,16.1%,85,16,11.4%,60,30,18,48,27.3%,0,0,0,schanno01
605,Casey Schmitt,26,SFG,222,823,3.71,537,65.2%,21.8%,19.2%,31.1%,27.7%,78.0%,0.0%,50.9%,75.2%,38.3%,1.4%,3,0,8.6%,19,10,8.6%,19,8,8,43,15.7%,0,0,0,schmica01
606,Daniel Schneemann*,28,CLE,332,1311,3.95,813,61.9%,28.5%,20.5%,24.8%,26.1%,71.5%,0.0%,44.3%,71.3%,27.7%,4.2%,14,0,13.3%,44,13,8.4%,28,8,23,60,27.7%,0,0,0,schneda04
607,Davis Schneider,26,TOR,156,689,4.42,414,60.1%,28.5%,18.8%,31.4%,21.3%,71.5%,0.0%,43.0%,73.6%,28.2%,7.1%,11,1,17.9%,28,9,12.2%,19,12,10,32,23.8%,0,0,0,schneda03
608,Max Schuemann,28,ATH,182,707,3.88,438,62.0%,24.2%,18.7%,27.9%,29.2%,75.8%,0.0%,47.0%,75.3%,35.2%,6.0%,11,0,12.1%,22,8,8.2%,15,8,7,24,22.6%,0,0,0,schuema01
609,Aaron Schunk,27,COL,33,110,3.33,84,76.4%,14.3%,21.4%,36.9%,27.4%,85.7%,0.0%,65.5%,75.0%,51.5%,0.0%,0,0,3.0%,1,0,0.0%,0,0,2,8,20.0%,0,0,0,schunaa01
610,Kyle Schwarber*,32,PHI,559,2340,4.19,1351,57.2%,28.4%,23.4%,24.9%,23.2%,71.6%,0.0%,41.3%,67.3%,26.3%,7.2%,40,6,18.1%,101,30,13.2%,74,43,33,118,21.9%,0,0,0,schwaky01
611,Victor Scott II*,24,STL,402,1489,3.70,917,61.6%,20.8%,22.1%,28.9%,28.1%,79.2%,0.0%,48.8%,72.0%,42.5%,1.7%,7,0,10.0%,40,21,6.2%,25,13,22,76,22.2%,0,0,0,scottvi01
612,Corey Seager*,31,TEX,408,1535,3.76,911,57.8%,14.9%,24.0%,31.4%,29.6%,85.1%,0.0%,50.5%,71.7%,46.8%,7.6%,31,4,14.5%,59,22,12.0%,49,29,19,62,23.5%,0,0,0,seageco01
613,Anthony Seigler*,26,MIL,53,201,3.79,121,60.2%,28.9%,14.9%,25.6%,30.6%,71.1%,0.0%,42.8%,79.1%,34.0%,5.7%,3,0,13.2%,7,2,7.5%,4,1,3,6,33.3%,0,0,0,seiglan01
614,Marcus Semien,34,TEX,525,2035,3.88,1247,61.2%,20.1%,18.2%,31.3%,30.4%,79.9%,0.0%,48.9%,77.2%,37.9%,5.1%,27,6,15.6%,82,40,9.0%,47,28,13,78,14.3%,0,0,0,semiema01
615,Hayden Senger,28,NYM,49,167,3.41,122,73.1%,26.2%,26.2%,20.5%,27.0%,73.8%,0.0%,53.9%,64.4%,26.5%,2.0%,1,0,2.0%,1,0,2.0%,1,0,0,14,0.0%,0,0,0,sengeha01
616,Bob Seymour*,26,TBR,10,31,3.10,23,74.2%,26.1%,26.1%,30.4%,17.4%,73.9%,0.0%,54.8%,64.7%,40.0%,0.0%,0,0,10.0%,1,0,10.0%,1,0,1,4,20.0%,0,0,0,seymobo01
617,Matt Shaw,23,CHC,316,1192,3.77,799,66.9%,26.9%,15.8%,28.9%,28.4%,73.1%,0.0%,49.0%,78.4%,28.5%,4.4%,14,0,9.8%,31,9,7.6%,24,13,12,49,19.7%,0,0,0,shawma01
618,Gavin Sheets*,29,SDP,406,1699,4.18,1088,63.9%,30.1%,16.1%,27.1%,26.7%,69.9%,0.0%,44.8%,77.0%,19.0%,6.7%,27,3,17.7%,72,19,11.6%,47,29,11,68,13.9%,0,0,0,sheetga01
619,Zack Short,30,HOU,56,252,4.50,157,62.3%,35.0%,19.1%,24.8%,21.0%,65.0%,0.0%,40.5%,70.6%,16.1%,3.6%,2,0,17.9%,10,2,8.9%,5,3,6,12,33.3%,0,0,0,shortza01
620,Michael Siani*,25,STL,19,69,3.63,44,63.8%,25.0%,22.7%,29.5%,22.7%,75.0%,0.0%,47.8%,69.7%,31.6%,10.5%,2,0,21.1%,4,1,0.0%,0,0,1,6,14.3%,0,0,0,sianimi01
621,Ronny Simon#,25,TOT,71,271,3.82,172,63.5%,30.2%,11.6%,27.9%,30.2%,69.8%,0.0%,44.3%,83.3%,21.1%,5.6%,4,0,12.7%,9,2,8.5%,6,1,1,9,10.0%,0,0,0,simonro01
622,Ronny Simon#,25,MIA,57,219,3.84,137,62.6%,32.8%,10.2%,26.3%,30.7%,67.2%,0.0%,42.0%,84.8%,17.5%,7.0%,4,0,14.0%,8,2,8.8%,5,1,1,6,14.3%,0,0,0,simonro01
623,Ronny Simon#,25,PIT,14,52,3.71,35,67.3%,20.0%,17.1%,34.3%,28.6%,80.0%,0.0%,53.8%,78.6%,35.7%,0.0%,0,0,7.1%,1,0,7.1%,1,0,0,3,0.0%,0,0,0,simonro01
624,Chandler Simpson*,24,TBR,295,993,3.37,678,68.2%,30.2%,7.7%,24.9%,37.2%,69.8%,0.0%,47.6%,89.0%,31.2%,3.1%,9,0,9.2%,27,9,5.8%,17,10,6,22,21.4%,0,0,0,simpsch01
625,Jon Singleton*,33,HOU,9,25,2.78,17,68.0%,23.5%,11.8%,17.6%,47.1%,76.5%,0.0%,52.0%,84.6%,33.3%,0.0%,0,0,11.1%,1,1,0.0%,0,0,0,1,0.0%,0,0,0,singljo02
626,Jose Siri,29,NYM,24,100,4.17,64,64.0%,26.6%,28.1%,26.6%,18.8%,73.4%,0.0%,47.0%,61.7%,20.8%,4.2%,1,0,25.0%,6,1,8.3%,2,0,2,6,25.0%,0,0,0,sirijo01
627,Austin Slater,32,TOT,143,571,3.99,375,65.7%,24.5%,18.4%,32.5%,24.5%,75.5%,0.0%,49.6%,75.6%,44.8%,2.8%,4,0,11.2%,16,8,4.9%,7,4,17,22,43.6%,0,0,0,slateau01
628,Austin Slater,32,CHW,136,540,3.97,355,65.7%,24.2%,18.0%,32.7%,25.1%,75.8%,0.0%,49.8%,76.2%,44.9%,2.9%,4,0,11.0%,15,8,5.1%,7,4,16,19,45.7%,0,0,0,slateau01
629,Austin Slater,32,NYY,7,31,4.43,20,64.5%,30.0%,25.0%,30.0%,15.0%,70.0%,0.0%,45.2%,64.3%,42.9%,0.0%,0,0,14.3%,1,0,0.0%,0,0,1,3,25.0%,0,0,0,slateau01
630,Cam Smith,22,HOU,423,1709,4.04,1135,66.4%,25.6%,21.1%,30.0%,23.3%,74.4%,0.0%,49.4%,71.7%,37.1%,2.8%,12,4,12.1%,51,29,9.5%,40,27,30,87,25.6%,0,0,0,smithca07
631,Dominic Smith*,30,SFG,163,625,3.83,416,66.5%,26.2%,16.3%,28.8%,28.4%,73.6%,0.0%,49.0%,77.5%,27.6%,1.8%,3,0,11.0%,18,8,6.1%,10,3,7,23,23.3%,0,0,0,smithdo02
632,Josh Smith*,27,TEX,451,1798,3.99,1151,63.7%,25.5%,14.4%,31.7%,28.4%,74.5%,0.0%,47.7%,80.7%,30.8%,4.9%,22,3,14.9%,67,33,8.9%,40,17,20,56,26.3%,0,0,0,smithjo11
633,Pavin Smith*,29,ARI,266,1149,4.32,694,60.2%,33.4%,21.6%,24.5%,20.5%,66.6%,0.0%,40.2%,67.5%,23.3%,6.0%,16,0,16.2%,43,12,11.3%,30,6,20,64,23.8%,0,0,0,smithpa04
634,Will Smith,30,LAD,390,1703,4.37,1007,59.0%,34.4%,15.0%,25.7%,24.9%,65.6%,0.0%,38.8%,77.2%,22.1%,4.6%,18,2,14.6%,57,17,13.3%,52,26,20,55,26.7%,0,0,0,smithwi05
635,Tyler Soderstrom*,23,ATH,499,1784,3.58,1108,61.9%,21.6%,19.8%,28.3%,30.3%,78.4%,0.0%,48.7%,74.8%,40.7%,6.4%,32,6,15.8%,79,33,8.0%,40,24,32,81,28.3%,0,0,0,soderty01
636,Nick Sogard#,27,BOS,65,242,3.72,154,63.4%,31.8%,11.0%,26.6%,30.5%,68.2%,0.0%,43.4%,83.8%,32.3%,3.1%,2,0,12.3%,8,3,1.5%,1,0,6,6,50.0%,0,0,0,sogarni01
637,Nick Solak,30,PIT,11,33,3.00,26,78.8%,26.9%,23.1%,15.4%,34.6%,73.1%,0.0%,57.6%,68.4%,18.2%,0.0%,0,0,9.1%,1,1,0.0%,0,0,0,2,0.0%,0,0,0,solakni01
638,Donovan Solano,37,SEA,174,679,3.90,468,68.9%,25.4%,18.8%,28.8%,26.9%,74.6%,0.0%,51.4%,74.8%,20.1%,2.3%,4,0,14.9%,26,10,5.7%,10,6,3,33,8.3%,0,0,0,solando01
639,Jorge Soler,33,LAA,315,1290,4.10,799,61.9%,28.2%,21.7%,26.5%,23.7%,71.8%,0.0%,44.5%,69.9%,31.4%,3.2%,10,1,15.2%,48,16,10.2%,32,16,24,70,25.5%,0,0,0,solerjo01
640,Edmundo Sosa,29,PHI,211,775,3.67,550,70.9%,20.0%,21.3%,31.1%,27.6%,80.0%,0.0%,56.8%,73.4%,35.5%,2.4%,5,1,9.5%,20,10,6.2%,13,6,9,39,18.8%,0,0,0,sosaed01
641,Lenyn Sosa,25,CHW,411,1516,3.69,1074,70.8%,27.2%,16.5%,27.9%,28.4%,72.8%,0.0%,51.6%,77.4%,24.8%,3.6%,15,1,10.9%,45,16,4.9%,20,17,14,75,15.7%,0,0,0,sosale01
642,Juan Soto*,26,NYM,539,2250,4.17,1264,55.2%,37.4%,14.0%,22.0%,26.6%,62.6%,0.0%,35.2%,77.6%,21.9%,8.2%,44,1,20.6%,111,24,13.5%,73,30,35,69,33.7%,0,0,0,sotoju01
643,George Springer,35,TOR,421,1644,3.90,995,60.5%,24.5%,20.4%,26.1%,28.9%,75.5%,0.0%,45.7%,73.0%,37.1%,4.5%,19,6,15.0%,63,31,12.4%,52,23,26,52,33.3%,0,0,0,springe01
644,Jacob Stallings,35,TOT,130,480,3.69,330,68.8%,19.1%,27.6%,29.1%,24.2%,80.9%,0.0%,55.6%,65.9%,42.3%,2.3%,3,0,6.2%,8,3,6.9%,9,4,2,38,5.0%,0,0,0,stallja01
645,Jacob Stallings,35,COL,93,350,3.76,240,68.6%,19.2%,28.3%,30.0%,22.5%,80.8%,0.0%,55.4%,64.9%,43.0%,2.2%,2,0,5.4%,5,1,5.4%,5,2,2,29,6.5%,0,0,0,stallja01
646,Jacob Stallings,35,BAL,37,130,3.51,90,69.2%,18.9%,25.6%,26.7%,28.9%,81.1%,0.0%,56.2%,68.5%,40.5%,2.7%,1,0,8.1%,3,2,10.8%,4,2,0,9,0.0%,0,0,0,stallja01
647,Giancarlo Stanton,35,NYY,162,710,4.38,429,60.3%,32.4%,24.2%,21.7%,21.7%,67.6%,0.0%,40.8%,64.1%,17.3%,8.0%,13,1,18.5%,30,7,13.6%,22,13,9,42,17.6%,0,0,0,stantmi03
648,Spencer Steer,27,CIN,463,1871,4.04,1209,64.6%,26.0%,18.0%,29.8%,26.2%,74.0%,0.0%,47.8%,75.6%,26.3%,4.1%,19,0,10.8%,50,23,8.0%,37,23,18,85,17.5%,0,0,0,steersp01
649,Michael Stefanic,29,TOR,25,98,3.92,58,59.2%,36.2%,10.3%,20.7%,32.8%,63.8%,0.0%,37.8%,83.8%,20.0%,12.0%,3,0,20.0%,5,1,4.0%,1,1,0,3,0.0%,0,0,0,stefami01
650,Tyler Stephenson,28,CIN,288,1178,4.09,733,62.0%,29.5%,21.6%,27.7%,21.3%,70.5%,0.0%,43.9%,69.4%,30.9%,4.2%,12,1,10.8%,31,12,9.4%,27,15,34,65,34.3%,0,0,0,stephty01
651,Chad Stevens,26,LAA,14,55,3.93,38,69.1%,21.1%,21.1%,39.5%,18.4%,78.9%,0.0%,54.5%,73.3%,50.0%,0.0%,0,0,0.0%,0,0,7.1%,1,1,2,5,28.6%,0,0,0,stevech02
652,Cal Stevenson*,28,PHI,8,25,3.13,20,80.0%,40.0%,10.0%,20.0%,30.0%,60.0%,0.0%,48.0%,83.3%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0,steveca01
653,Trevor Story,32,BOS,503,1938,3.85,1310,67.6%,20.2%,23.4%,31.2%,25.2%,79.8%,0.0%,54.0%,70.7%,35.4%,1.8%,9,1,11.1%,56,34,4.4%,22,11,21,121,14.8%,0,0,0,storytr01
654,Bryson Stott*,27,PHI,434,1892,4.36,1189,62.8%,36.8%,10.7%,26.1%,26.4%,63.2%,0.0%,39.7%,83.1%,13.6%,3.9%,17,0,14.5%,63,6,9.0%,39,14,19,57,25.0%,0,0,0,stottbr01
655,Kyle Stowers*,27,MIA,460,1712,3.72,1082,62.8%,14.6%,27.7%,31.9%,25.8%,85.4%,0.0%,54.0%,67.5%,41.7%,3.3%,15,4,11.5%,53,28,8.5%,39,27,22,103,17.6%,0,0,0,stoweky01
656,Myles Straw,30,TOR,250,912,3.65,618,67.6%,30.1%,11.5%,26.9%,31.6%,69.9%,0.0%,47.4%,83.6%,33.6%,2.8%,7,0,9.6%,24,10,5.6%,14,9,13,28,31.7%,0,0,0,strawmy01
657,Eugenio Suárez,33,TOT,509,1986,3.90,1298,65.1%,22.1%,25.7%,27.9%,24.3%,77.9%,0.0%,50.9%,67.1%,36.9%,3.7%,19,4,10.4%,53,25,5.7%,29,18,19,123,13.4%,0,0,0,suareeu01
658,Eugenio Suárez,33,ARI,439,1707,3.89,1113,64.9%,22.3%,24.9%,28.0%,24.8%,77.7%,0.0%,50.7%,68.0%,36.2%,3.4%,15,4,10.9%,48,25,5.7%,25,15,16,101,13.7%,0,0,0,suareeu01
659,Eugenio Suárez,33,SEA,70,279,3.99,185,66.1%,21.1%,30.3%,27.0%,21.6%,78.9%,0.0%,52.3%,61.6%,41.4%,5.7%,4,0,7.1%,5,0,5.7%,4,3,3,22,12.0%,0,0,0,suareeu01
660,Brett Sullivan*,31,PIT,9,36,4.00,25,69.4%,24.0%,20.0%,40.0%,16.0%,76.0%,0.0%,52.8%,73.7%,22.2%,0.0%,0,0,11.1%,1,0,0.0%,0,0,0,3,0.0%,0,0,0,sullibr01
661,Jack Suwinski*,26,PIT,121,547,4.52,315,57.3%,32.1%,21.0%,27.6%,19.4%,67.9%,0.0%,39.1%,69.2%,21.5%,9.9%,12,1,18.2%,22,4,17.4%,21,15,16,22,42.1%,0,0,0,suwinja01
662,Seiya Suzuki,30,CHC,517,2152,4.16,1320,61.2%,32.7%,16.7%,25.3%,25.2%,67.2%,0.0%,41.2%,75.1%,17.0%,2.1%,11,3,13.2%,68,39,7.9%,41,22,38,94,28.8%,0,0,0,suzukse01
663,Dansby Swanson,31,CHC,500,1934,3.87,1236,63.8%,21.6%,23.9%,27.6%,26.9%,78.4%,0.0%,50.1%,69.5%,38.4%,5.6%,28,5,14.0%,70,33,8.6%,43,23,19,117,14.0%,0,0,0,swansda01
