Rk,Name,Age,Tm,IP,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1st%,30%,30c,30s,02%,02c,02s,02h,L/SO,S/SO,L/SO%,3pK,4pW,PAu,Pitu,Stru,Name-additional
110,Beau Brieske,27,DET,22.0,103,405,3.93,232,57.3%,22.8%,16.4%,28.4%,32.3%,77.2%,0.0%,44.2%,78.8%,53.4%,6.8%,7,4,12.6%,13,2,1,5,11,31.3%,1,2,0,0,0,briesbe01
111,Jeff Brigham,33,ARI,3.1,18,65,3.61,40,61.5%,17.5%,12.5%,35.0%,35.0%,82.5%,0.0%,50.8%,84.8%,66.7%,0.0%,0,0,11.1%,2,0,0,0,3,0.0%,0,0,0,0,0,brighje01
112,Connor Brogdon,30,LAA,37.1,159,648,4.08,412,63.6%,21.6%,22.1%,29.9%,26.5%,78.4%,0.0%,49.8%,71.8%,61.6%,5.7%,9,6,25.2%,40,22,3,6,27,18.2%,3,0,0,0,0,brogdco01
113,Ben Brown,25,CHC,99.0,440,1621,3.68,1065,65.7%,27.2%,20.0%,24.8%,28.0%,72.8%,0.0%,47.8%,72.5%,66.8%,3.6%,16,13,30.2%,133,69,8,20,88,18.5%,16,3,0,0,0,brownbe02
114,Hunter Brown,26,HOU,143.0,560,2275,4.06,1410,62.0%,27.9%,20.3%,27.2%,24.5%,72.0%,0.0%,44.6%,71.8%,56.6%,7.0%,39,28,22.1%,124,62,2,41,123,25.0%,22,10,0,0,0,brownhu01
115,JT Brubaker,31,NYY,16.0,63,258,4.10,157,60.9%,26.8%,15.3%,30.6%,27.4%,73.2%,0.0%,44.6%,79.1%,68.3%,0.0%,0,0,27.0%,17,7,0,2,8,20.0%,3,0,0,0,0,brubajt01
116,Justin Bruihl*,28,TOR,8.1,44,143,3.25,90,62.9%,42.2%,13.3%,15.6%,28.9%,57.8%,0.0%,36.4%,76.9%,65.9%,13.6%,6,1,31.8%,14,9,3,5,6,45.5%,4,2,0,0,0,bruihju01
117,Zach Brzykcy,25,WSN,23.0,110,459,4.17,282,61.4%,17.4%,22.3%,34.8%,25.5%,82.6%,0.0%,50.8%,73.0%,58.2%,7.3%,8,4,30.0%,33,22,2,3,21,12.5%,6,4,0,0,0,brzykza01
118,Kris Bubic*,27,KCR,116.1,478,1795,3.76,1184,66.0%,25.3%,21.5%,26.3%,26.9%,74.7%,0.0%,49.2%,71.2%,61.7%,4.6%,22,14,28.7%,137,83,10,21,95,18.1%,20,7,0,0,0,bubickr01
119,Walker Buehler,30,BOS,106.0,480,1858,3.87,1151,61.9%,27.6%,14.0%,28.7%,29.6%,72.3%,0.0%,44.8%,80.6%,64.8%,2.9%,14,10,21.7%,104,49,7,28,50,35.9%,14,4,0,0,0,buehlwa01
120,Aaron Bummer*,31,ATL,53.0,232,920,3.97,592,64.3%,32.8%,15.9%,25.5%,25.8%,67.2%,0.0%,43.3%,76.4%,56.0%,3.9%,9,3,28.4%,66,34,4,14,37,27.5%,6,2,0,0,0,bummeaa01
121,Nick Burdi,32,BOS,5.1,21,83,3.95,52,62.7%,30.8%,13.5%,28.8%,26.9%,69.2%,0.0%,43.4%,80.6%,57.1%,4.8%,1,1,52.4%,11,8,0,1,4,20.0%,1,0,0,0,0,burdini01
122,Juan Burgos,25,TOT,10.1,45,159,3.53,102,64.2%,21.6%,23.5%,28.4%,26.5%,78.4%,0.0%,50.3%,70.0%,68.9%,6.7%,3,1,33.3%,15,10,3,4,8,33.3%,3,2,0,0,0,burgoju01
123,Juan Burgos,25,SEA,6.2,30,97,3.23,67,69.1%,23.9%,20.9%,26.9%,28.4%,76.1%,0.0%,52.6%,72.5%,76.7%,3.3%,1,0,33.3%,10,6,2,4,4,50.0%,2,1,0,0,0,burgoju01
124,Juan Burgos,25,ARI,3.2,15,62,4.13,35,56.5%,17.1%,28.6%,31.4%,22.9%,82.9%,0.0%,46.8%,65.5%,53.3%,13.3%,2,1,33.3%,5,4,1,0,4,0.0%,1,1,0,0,0,burgoju01
125,Brock Burke*,28,LAA,51.1,215,843,3.92,548,65.0%,20.4%,17.7%,34.3%,27.6%,79.6%,0.0%,51.7%,77.8%,62.3%,5.1%,11,4,27.0%,58,25,4,9,34,20.9%,6,4,0,0,0,burkebr01
126,Sean Burke,25,CHW,117.2,525,2076,3.95,1285,61.9%,24.8%,18.3%,29.4%,27.5%,75.2%,0.0%,46.5%,75.7%,55.0%,4.4%,23,10,21.3%,112,51,4,32,78,29.1%,19,13,0,0,0,burkese01
127,Alec Burleson*,26,STL,1.0,4,7,1.75,4,57.1%,25.0%,0.0%,0.0%,75.0%,75.0%,0.0%,42.9%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,burleal01
128,Corbin Burnes,30,ARI,64.1,265,1009,3.81,642,63.6%,27.3%,18.7%,27.1%,26.9%,72.7%,0.0%,46.3%,74.3%,65.7%,2.6%,7,2,20.8%,55,27,4,11,52,17.5%,8,4,0,0,0,burneco01
129,Chase Burns,22,CIN,34.1,152,604,3.97,394,65.2%,21.3%,24.9%,33.2%,20.6%,78.7%,0.0%,51.3%,68.4%,64.5%,3.3%,5,4,30.9%,47,31,1,14,43,24.6%,14,1,0,0,0,burnsch01
130,Ryan Burr,31,TOR,2.0,8,34,4.25,22,64.7%,27.3%,40.9%,13.6%,18.2%,72.7%,0.0%,47.1%,43.8%,75.0%,0.0%,0,0,37.5%,3,1,0,0,3,0.0%,1,0,0,0,0,burrry01
131,Mike Burrows,25,PIT,72.2,307,1174,3.82,752,64.1%,26.1%,19.4%,27.5%,27.0%,73.9%,0.0%,47.4%,73.7%,61.9%,4.6%,14,12,25.4%,78,54,1,22,51,30.1%,14,1,0,0,0,burromi01
132,José Buttó,27,TOT,53.1,224,879,3.92,537,61.1%,21.8%,22.9%,27.2%,28.1%,78.2%,0.0%,47.8%,70.7%,61.6%,5.8%,13,7,17.4%,39,21,3,6,40,13.0%,4,5,0,0,0,buttojo01
133,José Buttó,27,NYM,47.0,198,783,3.95,481,61.4%,21.8%,23.1%,27.2%,27.9%,78.2%,0.0%,48.0%,70.5%,61.6%,6.1%,12,6,18.2%,36,19,3,5,36,12.2%,4,5,0,0,0,buttojo01
134,José Buttó,27,SFG,6.1,26,96,3.69,56,58.3%,21.4%,21.4%,26.8%,30.4%,78.6%,0.0%,45.8%,72.7%,61.5%,3.8%,1,1,11.5%,3,2,0,1,4,20.0%,0,0,0,0,0,buttojo01
135,José Caballero,28,TBR,1.0,9,28,3.11,16,57.1%,31.3%,0.0%,18.8%,50.0%,68.8%,0.0%,39.3%,100.0%,88.9%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,cabaljo01
136,Edward Cabrera,27,MIA,113.1,472,1824,3.86,1153,63.2%,29.1%,20.8%,23.7%,26.5%,70.9%,0.0%,44.8%,70.7%,61.9%,3.8%,18,11,26.7%,126,78,8,23,97,19.2%,28,7,0,0,0,cabreed02
137,Génesis Cabrera*,28,TOT,29.0,120,435,3.63,286,65.7%,25.5%,18.9%,24.5%,31.1%,74.5%,0.0%,49.0%,74.6%,59.2%,4.2%,5,2,21.7%,26,14,4,3,20,13.0%,1,3,0,0,0,cabrege01
138,Génesis Cabrera*,28,TOT,28.0,117,426,3.64,280,65.7%,25.7%,18.6%,24.6%,31.1%,74.3%,0.0%,48.8%,75.0%,58.1%,4.3%,5,2,22.2%,26,14,4,3,19,13.6%,1,3,0,0,0,cabrege01
139,Génesis Cabrera*,28,NYM,7.2,32,115,3.59,74,64.3%,24.3%,20.3%,25.7%,29.7%,75.7%,0.0%,48.7%,73.2%,59.4%,3.1%,1,1,18.8%,6,5,0,1,6,14.3%,0,0,0,0,0,cabrege01
140,Génesis Cabrera*,28,CHC,9.1,39,145,3.72,91,62.8%,26.4%,19.8%,23.1%,30.8%,73.6%,0.0%,46.2%,73.1%,53.8%,10.3%,4,1,25.6%,10,3,2,1,7,12.5%,1,3,0,0,0,cabrege01
141,Génesis Cabrera*,28,PIT,11.0,46,166,3.61,115,69.3%,26.1%,16.5%,25.2%,32.2%,73.9%,0.0%,51.2%,77.6%,60.9%,0.0%,0,0,21.7%,10,6,2,1,6,14.3%,0,0,0,0,0,cabrege01
142,Génesis Cabrera*,28,MIN,1.0,3,9,3.00,6,66.7%,16.7%,33.3%,16.7%,33.3%,83.3%,0.0%,55.6%,60.0%,100.0%,0.0%,0,0,0.0%,0,0,0,0,1,0.0%,0,0,0,0,0,cabrege01
143,Noah Cameron*,25,KCR,98.1,396,1504,3.80,938,62.4%,24.9%,19.7%,24.7%,30.5%,74.9%,0.0%,46.7%,73.6%,57.8%,4.0%,16,10,21.5%,85,44,0,7,70,9.1%,15,5,0,0,0,camerno01
144,Isaiah Campbell,27,BOS,7.2,35,109,3.11,80,73.4%,22.5%,16.3%,23.8%,37.5%,77.5%,0.0%,56.9%,79.0%,71.4%,0.0%,0,0,31.4%,11,5,2,1,2,33.3%,0,0,0,0,0,campbis01
145,Griffin Canning,29,NYM,76.1,329,1344,4.09,843,62.7%,27.0%,18.6%,27.9%,26.5%,73.0%,0.0%,45.8%,74.5%,59.0%,4.9%,16,13,26.4%,87,46,2,15,55,21.4%,14,3,0,0,0,cannigr01
146,Jonathan Cannon,24,CHW,96.0,429,1649,3.84,1029,62.4%,22.3%,16.4%,31.0%,30.3%,77.7%,0.0%,48.5%,78.9%,61.1%,4.2%,18,10,25.2%,108,50,3,19,57,25.0%,8,6,0,0,0,cannojo02
147,Yennier Cano,31,BAL,44.0,193,750,3.89,476,63.5%,29.6%,16.0%,27.3%,27.1%,70.4%,0.0%,44.7%,77.3%,58.5%,1.0%,2,1,20.7%,40,15,1,13,29,31.0%,9,0,0,0,0,canoye01
148,Joey Cantillo*,25,CLE,66.1,290,1198,4.13,729,60.9%,30.5%,21.8%,24.0%,23.7%,69.5%,0.0%,42.3%,68.6%,55.2%,7.9%,23,17,25.2%,73,47,6,24,56,30.0%,11,6,0,0,0,cantijo01
149,Vinny Capra,28,CHW,3.0,15,32,2.13,23,71.9%,26.1%,8.7%,4.3%,60.9%,73.9%,0.0%,53.1%,88.2%,73.3%,0.0%,0,0,0.0%,0,0,0,0,1,0.0%,0,0,0,0,0,capravi01
150,Carlos Carrasco,38,TOT,45.2,212,779,3.67,472,60.6%,24.8%,16.9%,24.2%,34.1%,75.2%,0.0%,45.6%,77.5%,58.0%,1.4%,3,0,19.3%,41,14,3,7,27,20.6%,6,3,0,0,0,carraca01
151,Carlos Carrasco,38,NYY,32.0,142,514,3.62,314,61.1%,23.9%,17.2%,24.8%,34.1%,76.1%,0.0%,46.5%,77.4%,59.2%,2.1%,3,0,20.4%,29,9,2,5,20,20.0%,3,3,0,0,0,carraca01
152,Carlos Carrasco,38,ATL,13.2,70,265,3.79,158,59.6%,26.6%,16.5%,22.8%,34.2%,73.4%,0.0%,43.8%,77.6%,55.7%,0.0%,0,0,17.1%,12,5,1,2,7,22.2%,3,0,0,0,0,carraca01
153,Alex Carrillo,28,NYM,4.2,23,84,3.65,48,57.1%,27.1%,25.0%,16.7%,31.3%,72.9%,0.0%,41.7%,65.7%,43.5%,4.3%,1,1,21.7%,5,4,1,1,3,25.0%,0,0,0,0,0,carrial01
154,Ben Casparius,26,LAD,71.1,305,1159,3.80,750,64.7%,22.5%,21.3%,26.7%,29.5%,77.5%,0.0%,50.1%,72.5%,57.7%,3.9%,12,9,26.2%,80,37,4,10,55,15.4%,8,3,0,0,0,caspabe01
155,Blas Castano,26,SEA,3.0,16,50,3.13,31,62.0%,19.4%,3.2%,38.7%,38.7%,80.6%,0.0%,50.0%,96.0%,56.3%,0.0%,0,0,6.3%,1,0,0,0,1,0.0%,0,0,0,0,0,castabl01
156,José Castillo*,29,TOT,18.2,94,331,3.52,224,67.7%,26.8%,16.5%,29.9%,26.8%,73.2%,0.0%,49.5%,77.4%,67.0%,2.1%,2,2,33.0%,31,19,3,3,17,15.0%,8,0,0,0,0,castijo03
157,José Castillo*,29,ARI,6.1,31,104,3.35,67,64.4%,25.4%,9.0%,28.4%,37.3%,74.6%,0.0%,48.1%,88.0%,64.5%,3.2%,1,1,16.1%,5,1,0,0,3,0.0%,1,0,0,0,0,castijo03
158,José Castillo*,29,NYM,12.1,63,227,3.60,157,69.2%,27.4%,19.7%,30.6%,22.3%,72.6%,0.0%,50.2%,72.8%,68.3%,1.6%,1,1,41.3%,26,18,3,3,14,17.6%,7,0,0,0,0,castijo03
159,Luis Castillo,32,SEA,142.1,596,2380,3.99,1547,65.0%,21.1%,18.7%,32.6%,27.5%,78.9%,0.0%,51.3%,76.2%,63.9%,3.7%,22,20,26.0%,155,76,8,28,97,22.4%,17,2,0,0,0,castilu02
160,Luis Castillo,30,SEA,7.0,41,168,4.10,96,57.1%,22.9%,15.6%,31.3%,30.2%,77.1%,0.0%,44.0%,79.7%,65.9%,4.9%,2,1,17.1%,7,2,0,1,4,20.0%,1,1,0,0,0,castilu03
161,Miguel Castro,30,CHW,6.0,28,105,3.75,61,58.1%,34.4%,11.5%,24.6%,29.5%,65.6%,0.0%,38.1%,82.5%,42.9%,3.6%,1,0,17.9%,5,3,0,1,3,25.0%,1,1,0,0,0,castrmi01
162,Willi Castro,28,MIN,1.0,4,12,3.00,5,41.7%,0.0%,0.0%,20.0%,80.0%,100.0%,0.0%,41.7%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,castrwi01
163,Cade Cavalli,26,WSN,16.1,69,266,3.86,172,64.7%,22.7%,22.1%,25.6%,29.7%,77.3%,0.0%,50.0%,71.4%,62.3%,7.2%,5,2,33.3%,23,13,2,2,12,14.3%,2,3,0,0,0,cavalca01
164,Dylan Cease,29,SDP,132.2,570,2358,4.14,1488,63.1%,22.8%,26.1%,28.1%,22.8%,77.1%,0.0%,48.6%,66.0%,59.8%,5.4%,31,18,27.2%,155,68,6,26,145,15.2%,27,11,0,0,0,ceasedy01
165,Slade Cecconi,26,CLE,90.0,385,1427,3.71,921,64.5%,26.9%,16.6%,26.0%,30.4%,73.0%,0.0%,47.1%,77.1%,64.2%,3.9%,15,10,21.6%,83,43,3,21,55,27.6%,17,4,0,0,0,ceccosl01
166,Andrew Chafin*,35,TOT,27.0,117,496,4.24,304,61.3%,27.0%,18.8%,29.3%,25.0%,73.0%,0.0%,44.8%,74.3%,62.4%,4.3%,5,2,25.6%,30,13,1,4,20,16.7%,2,3,0,0,0,chafian01
167,Andrew Chafin*,35,WSN,20.0,89,381,4.28,237,62.2%,27.0%,19.0%,29.5%,24.5%,73.0%,0.0%,45.4%,74.0%,64.0%,4.5%,4,2,28.1%,25,10,1,3,15,16.7%,2,2,0,0,0,chafian01
168,Andrew Chafin*,35,LAA,7.0,28,115,4.11,67,58.3%,26.9%,17.9%,28.4%,26.9%,73.1%,0.0%,42.6%,75.5%,57.1%,3.6%,1,0,17.9%,5,3,0,1,5,16.7%,0,1,0,0,0,chafian01
169,Aroldis Chapman*,37,BOS,47.0,175,682,3.90,478,70.1%,17.6%,30.5%,31.6%,20.1%,82.2%,0.0%,57.6%,62.7%,72.0%,3.4%,6,4,45.7%,80,47,1,4,62,6.1%,14,2,0,0,0,chapmar01
170,Jesse Chavez,41,ATL,8.0,43,171,3.98,105,61.4%,31.4%,10.5%,29.5%,28.6%,68.6%,0.0%,42.1%,84.7%,65.1%,11.6%,5,5,25.6%,11,7,1,5,3,62.5%,1,0,0,0,0,chaveje01
171,Angel Chivilli,22,COL,42.0,201,742,3.69,458,61.7%,19.9%,24.7%,23.6%,31.9%,80.1%,0.0%,49.5%,69.2%,51.7%,6.5%,13,7,19.4%,39,22,5,4,27,12.9%,7,5,0,0,0,chivian01
172,Marc Church,24,TEX,4.2,23,99,4.30,51,51.5%,31.4%,19.6%,25.5%,23.5%,68.6%,0.0%,35.4%,71.4%,47.8%,4.3%,1,0,0.0%,0,0,0,1,4,20.0%,0,1,0,0,0,churcma01
173,Aaron Civale,30,TOT,79.1,342,1360,3.98,853,62.7%,27.4%,15.8%,28.0%,28.7%,72.6%,0.0%,45.5%,78.2%,62.9%,4.7%,16,13,22.2%,76,37,5,12,53,18.5%,9,2,0,0,0,civalaa01
174,Aaron Civale,30,MIL,22.0,94,386,4.11,249,64.5%,30.9%,16.1%,26.5%,26.5%,69.1%,0.0%,44.6%,76.7%,66.0%,6.4%,6,5,29.8%,28,14,0,4,15,21.1%,4,0,0,0,0,civalaa01
175,Aaron Civale,30,CHW,57.1,248,974,3.93,604,62.0%,26.0%,15.7%,28.6%,29.6%,74.0%,0.0%,45.9%,78.7%,61.7%,4.0%,10,8,19.4%,48,23,5,8,38,17.4%,5,2,0,0,0,civalaa01
176,Taylor Clarke,32,KCR,38.2,143,594,4.15,391,65.8%,27.6%,15.6%,29.4%,27.4%,72.4%,0.0%,47.6%,78.4%,63.6%,1.4%,2,2,28.0%,40,16,2,9,21,29.0%,4,0,0,0,0,clarkta01
177,Emmanuel Clase,27,CLE,47.1,201,746,3.71,509,68.2%,20.4%,25.5%,26.9%,27.1%,79.6%,0.0%,54.3%,67.9%,59.7%,4.5%,9,5,21.9%,44,28,3,12,35,25.5%,10,2,0,0,0,claseem01
178,Garrett Cleavinger*,31,TBR,44.0,178,636,3.57,422,66.4%,28.0%,25.4%,23.0%,23.7%,72.0%,0.0%,47.8%,64.8%,68.0%,2.8%,5,3,32.6%,58,29,2,11,45,19.6%,14,2,0,0,0,cleavga01
179,Kody Clemens,29,MIN,1.0,6,20,3.33,13,65.0%,38.5%,0.0%,15.4%,46.2%,61.5%,0.0%,40.0%,100.0%,33.3%,0.0%,0,0,16.7%,1,0,0,0,0,,0,0,0,0,0,clemeko01
180,Mike Clevinger,34,CHW,5.2,31,114,3.68,60,52.6%,16.7%,20.0%,30.0%,33.3%,83.3%,0.0%,43.9%,76.0%,48.4%,12.9%,4,2,3.2%,1,0,0,0,3,0.0%,0,2,0,0,0,clevimi01
181,Luis Contreras,29,HOU,12.0,54,224,4.15,132,58.9%,25.0%,24.2%,25.8%,25.0%,75.0%,0.0%,44.2%,67.7%,57.4%,1.9%,1,0,20.4%,11,6,0,5,8,38.5%,2,1,0,0,0,contrlu01
182,Patrick Corbin*,35,TEX,119.1,512,1974,3.86,1235,62.6%,26.2%,19.1%,24.9%,29.8%,73.8%,0.0%,46.1%,74.0%,64.6%,3.5%,18,13,21.7%,111,45,8,27,72,27.3%,18,5,0,0,0,corbipa01
183,Nestor Cortes*,30,TOT,23.0,106,395,3.73,243,61.5%,30.9%,18.5%,23.0%,27.6%,69.1%,0.0%,42.5%,73.2%,65.1%,6.6%,7,4,21.7%,23,14,3,6,16,27.3%,1,3,0,0,0,cortene01
184,Nestor Cortes*,30,MIL,8.0,38,150,3.95,88,58.7%,35.2%,18.2%,20.5%,26.1%,64.8%,0.0%,38.0%,71.9%,57.9%,7.9%,3,2,18.4%,7,7,0,4,4,50.0%,0,1,0,0,0,cortene01
185,Nestor Cortes*,30,SDP,15.0,68,245,3.60,155,63.3%,28.4%,18.7%,24.5%,28.4%,71.6%,0.0%,45.3%,73.9%,69.1%,5.9%,4,2,23.5%,16,7,3,2,12,14.3%,1,2,0,0,0,cortene01
186,Tom Cosgrove*,29,CHC,4.0,16,64,4.00,43,67.2%,16.3%,16.3%,39.5%,27.9%,83.7%,0.0%,56.3%,80.6%,56.3%,6.3%,1,0,43.8%,7,4,0,0,3,0.0%,1,1,0,0,0,cosgrto01
187,Danny Coulombe*,35,TOT,36.2,148,591,3.99,395,66.8%,22.0%,21.5%,31.9%,24.3%,77.7%,0.0%,51.9%,72.1%,58.1%,2.0%,3,1,25.7%,38,23,1,10,29,25.6%,10,2,0,0,0,couloda01
188,Danny Coulombe*,35,MIN,31.0,122,475,3.89,324,68.2%,22.2%,21.9%,30.2%,25.3%,77.5%,0.0%,52.8%,71.4%,62.3%,0.8%,1,0,29.5%,36,22,1,6,25,19.4%,9,1,0,0,0,couloda01
189,Danny Coulombe*,35,TEX,5.2,26,116,4.46,71,61.2%,21.1%,19.7%,39.4%,19.7%,78.9%,0.0%,48.3%,75.0%,38.5%,7.7%,2,1,7.7%,2,1,0,4,4,50.0%,1,1,0,0,0,couloda01
190,Austin Cox*,28,ATL,17.1,78,332,4.26,204,61.4%,24.5%,14.2%,35.3%,26.0%,75.5%,0.0%,46.4%,81.2%,60.3%,3.8%,3,2,24.4%,19,8,0,8,12,40.0%,0,1,0,0,0,coxau01
191,Nabil Crismatt,30,ARI,5.0,19,62,3.26,46,74.2%,28.3%,23.9%,19.6%,28.3%,71.7%,0.0%,53.2%,66.7%,73.7%,5.3%,1,1,21.1%,4,3,0,1,4,20.0%,1,0,0,0,0,crismna01
192,Cooper Criswell,28,BOS,17.2,81,276,3.41,178,64.5%,24.7%,11.2%,27.0%,37.1%,75.3%,0.0%,48.6%,85.1%,67.9%,0.0%,0,0,25.9%,21,7,0,1,8,11.1%,1,0,0,0,0,criswco01
193,Garrett Crochet*,26,BOS,159.1,641,2471,3.85,1652,66.9%,23.1%,22.6%,30.1%,24.2%,76.9%,0.0%,51.4%,70.6%,63.2%,3.6%,23,15,31.2%,200,128,8,40,156,20.4%,49,8,0,0,0,crochga01
194,Fernando Cruz,35,NYY,33.0,132,535,4.05,322,60.2%,27.3%,36.0%,17.7%,18.9%,72.7%,0.0%,43.7%,50.4%,53.8%,9.1%,12,9,28.8%,38,20,1,3,51,5.6%,14,3,0,0,0,cruzfe01
195,Omar Cruz*,26,SDP,3.2,18,81,4.50,41,50.6%,22.0%,29.3%,24.4%,24.4%,78.0%,0.0%,39.5%,62.5%,38.9%,5.6%,1,0,5.6%,1,1,0,1,4,20.0%,0,1,0,0,0,cruzom01
196,Steven Cruz,26,KCR,42.1,175,586,3.35,382,65.2%,23.0%,18.8%,26.4%,31.7%,77.0%,0.0%,50.2%,75.5%,62.9%,6.9%,12,5,25.1%,44,22,0,13,22,37.1%,8,6,0,0,0,cruzst01
197,Xzavion Curry,26,MIA,3.0,16,56,3.50,31,55.4%,22.6%,3.2%,35.5%,38.7%,77.4%,0.0%,42.9%,95.8%,62.5%,12.5%,2,0,25.0%,4,1,0,1,0,100.0%,0,2,0,0,0,curryxz01
198,John Curtiss,32,ARI,21.1,84,313,3.73,208,66.5%,18.3%,13.5%,34.6%,33.7%,81.7%,0.0%,54.3%,83.5%,56.0%,2.4%,2,0,23.8%,20,9,0,2,9,18.2%,0,2,0,0,0,curtijo02
199,Luis Curvelo,24,TEX,10.0,41,148,3.61,91,61.5%,24.2%,16.5%,27.5%,31.9%,75.8%,0.0%,46.6%,78.3%,63.4%,7.3%,3,2,26.8%,11,4,1,2,6,25.0%,0,1,0,0,0,curvelu01
200,Caden Dana,21,LAA,6.0,29,119,4.10,68,57.1%,29.4%,25.0%,19.1%,26.5%,70.6%,0.0%,40.3%,64.6%,55.2%,6.9%,2,2,24.1%,7,3,0,1,5,16.7%,1,0,0,0,0,danaca01
201,Davis Daniel,28,ATL,10.0,46,183,3.98,110,60.1%,22.7%,13.6%,37.3%,26.4%,77.3%,0.0%,46.4%,82.4%,47.8%,10.9%,5,3,30.4%,14,11,1,0,9,0.0%,1,2,0,0,0,danieda01
202,Dugan Darnell,28,COL,9.1,36,128,3.56,84,65.6%,28.6%,15.5%,22.6%,33.3%,71.4%,0.0%,46.9%,78.3%,61.1%,5.6%,2,1,22.2%,8,4,0,1,4,20.0%,1,1,0,0,0,darnedu01
203,Michael Darrell-Hicks,27,TOT,9.2,43,158,3.67,95,60.1%,27.4%,18.9%,22.1%,31.6%,72.6%,0.0%,43.7%,73.9%,55.8%,7.0%,3,1,9.3%,4,2,0,1,7,12.5%,0,2,0,0,0,darremi01
204,Michael Darrell-Hicks,27,LAA,7.2,38,134,3.53,79,59.0%,27.8%,16.5%,21.5%,34.2%,72.2%,0.0%,42.5%,77.2%,57.9%,7.9%,3,1,5.3%,2,1,0,1,5,16.7%,0,2,0,0,0,darremi01
205,Michael Darrell-Hicks,27,PIT,2.0,5,24,4.80,16,66.7%,25.0%,31.3%,25.0%,18.8%,75.0%,0.0%,50.0%,58.3%,40.0%,0.0%,0,0,40.0%,2,1,0,0,2,0.0%,0,0,0,0,0,darremi01
206,Yu Darvish,38,SDP,37.2,159,599,3.77,384,64.1%,24.7%,19.8%,27.1%,28.1%,75.0%,0.0%,48.1%,73.4%,60.4%,3.1%,5,4,26.4%,42,23,5,8,26,23.5%,6,1,0,0,0,darviyu01
207,Noah Davis,28,TOT,9.0,51,193,3.78,112,58.0%,39.3%,15.2%,20.5%,25.0%,60.7%,0.0%,35.2%,75.0%,56.9%,5.9%,3,1,31.4%,16,7,1,6,6,50.0%,1,1,0,0,0,davisno01
208,Noah Davis,28,LAD,6.0,35,134,3.83,77,57.5%,44.2%,14.3%,18.2%,23.4%,55.8%,0.0%,32.1%,74.4%,60.0%,8.6%,3,1,28.6%,10,4,0,4,4,50.0%,1,1,0,0,0,davisno01
209,Noah Davis,28,MIN,3.0,16,59,3.69,35,59.3%,28.6%,17.1%,25.7%,28.6%,71.4%,0.0%,42.4%,76.0%,50.0%,0.0%,0,0,37.5%,6,3,1,2,2,50.0%,0,0,0,0,0,davisno01
210,Brett de Geus,27,PHI,2.0,10,47,4.70,25,53.2%,28.0%,4.0%,40.0%,28.0%,72.0%,0.0%,38.3%,94.4%,50.0%,10.0%,1,1,10.0%,1,0,0,0,0,,0,0,0,0,0,degeubr01
211,Enyel De Los Santos,29,TOT,47.1,201,790,3.93,522,66.1%,21.8%,21.3%,29.9%,27.0%,78.2%,0.0%,51.6%,72.8%,63.7%,4.5%,9,4,31.3%,63,39,5,10,29,25.6%,9,3,0,0,0,delosen01
212,Enyel De Los Santos,29,ATL,43.2,189,755,3.99,499,66.1%,21.8%,21.2%,30.7%,26.3%,78.2%,0.0%,51.7%,72.8%,64.6%,4.8%,9,4,32.8%,62,38,5,10,28,26.3%,9,3,0,0,0,delosen01
213,Enyel De Los Santos,29,HOU,3.2,12,35,2.92,23,65.7%,21.7%,21.7%,13.0%,43.5%,78.3%,0.0%,51.4%,72.2%,50.0%,0.0%,0,0,8.3%,1,1,0,0,1,0.0%,0,0,0,0,0,delosen01
214,Yerry De los Santos,27,NYY,30.2,134,502,3.75,324,64.5%,28.4%,16.4%,25.3%,29.3%,71.0%,0.0%,45.8%,76.3%,67.9%,2.2%,3,3,23.1%,31,14,2,5,20,20.0%,6,0,0,0,0,delosye01
215,Jacob deGrom,37,TEX,140.1,544,2094,3.85,1400,66.9%,21.6%,23.7%,28.8%,25.9%,78.4%,0.0%,52.4%,69.7%,64.3%,3.1%,17,16,28.5%,155,97,8,30,118,20.3%,20,1,0,0,0,degroja01
216,Anthony DeSclafani,35,ARI,33.0,143,537,3.76,344,64.1%,26.2%,20.3%,25.6%,27.9%,73.8%,0.0%,47.3%,72.4%,55.2%,7.0%,10,8,25.2%,36,18,2,10,21,32.3%,5,1,0,0,0,desclan01
217,Reid Detmers*,25,LAA,56.0,238,960,4.03,637,66.4%,25.4%,24.2%,28.6%,21.8%,74.6%,0.0%,49.5%,67.6%,61.3%,5.0%,12,6,33.6%,80,51,5,10,62,13.9%,19,2,0,0,0,detmere01
218,Chris Devenski,34,NYM,12.2,51,202,3.96,124,61.4%,30.6%,13.7%,26.6%,29.0%,69.4%,0.0%,42.6%,80.2%,54.9%,3.9%,2,1,13.7%,7,4,1,3,6,33.3%,0,1,0,0,0,devench02
219,Alexis Díaz,28,TOT,15.0,71,294,4.14,184,62.6%,20.1%,19.0%,34.8%,26.1%,79.9%,0.0%,50.0%,76.2%,49.3%,2.8%,2,2,21.1%,15,7,0,3,9,25.0%,0,0,0,0,0,diazal03
